visual_node_id,pmid,node_id,degree,component_rank,title,conclusion_text
37392018,37392018,N017374,1,1826,Association between clinic-level quality of care and patient-level outcomes in multiple sclerosis.,Certain quality of care indicators correlated to disability and patient-reported outcomes in relapse-onset but not progressive-onset disease. Future guidelines should consider recommendations specific to disease course.
37390764,37390764,N017376,2,1,Ramucirumab plus erlotinib versus placebo plus erlotinib in previously untreated EGFR-mutated metastatic non-small-cell lung cancer (RELAY): exploratory analysis of next-generation sequencing results.,"Baseline aEGFR alterations in ctDNA were associated with shorter mPFS. RAM + ERL was associated with improved PFS outcomes, irrespective of detectable/undetectable aEGFR, co-occurring baseline alterations, or aEGFR+ clearance by C4. aEGFR+ clearance by C4 was associated with improved PFS outcomes. Monitoring co-occurring alterations and aEGFR+ clearance may provide insights into mechanisms of EGFR tyrosine kinase inhibitor resistance and the patients who may benefit from intensified treatment schedules."
37386786,37386786,N017379,7,31,"Seladelpar efficacy and safety at 3 months in patients with primary biliary cholangitis: ENHANCE, a phase 3, randomized, placebo-controlled study.",Patients with primary biliary cholangitis (PBC) with inadequate response or intolerance to UDCA who were treated with seladelpar 10 mg had significant improvements in liver biochemistry and pruritus. Seladelpar appeared safe and well tolerated.
37385154,37385154,N017380,1,1,A phase Ib/II dose expansion study of subcutaneous sasanlimab in patients with locally advanced or metastatic non-small-cell lung cancer and urothelial carcinoma.,Subcutaneous sasanlimab at 300 mg q4w was well tolerated with promising clinical efficacy observed. Phase II and III clinical trials of sasanlimab are ongoing to validate clinical benefit. Subcutaneous sasanlimab may be a potential treatment option for patients with NSCLC or urothelial carcinoma.
37385153,37385153,N017381,8,1,Phase II study of a trastuzumab biosimilar in combination with paclitaxel for HER2-positive recurrent or metastatic urothelial carcinoma: KCSG GU18-18.,Trastuzumab-pkrb plus paclitaxel demonstrates promising efficacy with manageable toxicity profiles in patients with HER2-positive recurrent or metastatic UC.
37379764,37379764,N017383,4,1,Avelumab or talazoparib in combination with binimetinib in metastatic pancreatic ductal adenocarcinoma: dose-finding results from phase Ib of the JAVELIN PARP MEKi trial.,"Combinations of avelumab or talazoparib plus binimetinib resulted in higher-than-expected DLT rates. However, most DLTs were single occurrences, and the overall safety profiles were generally consistent with those reported for the single agents."
37365284,37365284,N017389,8,1,A signal-seeking Phase 2 study of olaparib and durvalumab in advanced solid cancers with homologous recombination repair gene alterations.,"O + D demonstrated no new toxicity concerns and yielded a clinically meaningful PFS6 rate and durable OTRs across several cancers with HRR defects, including rare cancers."
37357346,37357346,N017391,1,1,Systematic Review of the Oxford Classification of IgA Nephropathy: Reproducibility and Prognostic Value.,"In 92 papers with 125 multivariate analyses of various outcomes, the commonest Oxford element associated with outcomes was T (73 of 125, 58%), with no correlation of any element with outcomes in 30 analyses (24%). This systematic review showed limitations of the Oxford classification in practice, particularly the moderate or poor reproducibility of scores. T was the Oxford score most often related to clinical outcomes, but even this was not consistently reliable as a prognostic indicator."
37354911,37354911,N017392,2,348,"Immune response after two doses of the BNT162b2 COVID-19 vaccine and risk of SARS-CoV-2 breakthrough infection in Tyrol, Austria: an open-label, observational phase 4 trial.","In contrast to T-cell response, higher levels of binding and neutralising antibodies were associated with a reduced risk of breakthrough SARS-CoV-2 infection. The assessment of anti-spike IgG enhances the prediction of incident breakthrough SARS-CoV-2 infection and could therefore be a suitable correlate of protection in practice. Our phase 4 trial measured both humoral and cellular immunity and had a 6-month follow-up period; however, the longer-term protection against emerging variants of SARS-CoV-2 remains unclear."
37354286,37354286,N017393,1,1,Cerebrospinal fluid production rate in various pathological conditions: a preliminary study.,"Net CSF production rate may be higher than expected in many conditions, as measured with new device LiquoGuard7 through the study of net flow rate, which may have implications for clinical decisions on CSF diversion. The conventional understanding of CSF production and circulation does not explain the findings of this study. More extensive studies are needed to validate this technique."
37351560,37351560,N017396,1,1861,Adjustment of creatinine clearance for carboplatin dosing in Calvert's formula and clinical efficacy for lung cancer.,"Serum creatinine adjustment may be associated with similar efficacy compared to the crude serum creatinine value. In older patients, the adjustment should be cautiously applied owing to the potential for reduced efficacy."
37348349,37348349,N017400,5,1,"Incidence, clinicopathological features, and clinical outcomes of low HER2 expressed, inoperable, advanced, or recurrent gastric/gastroesophageal junction adenocarcinoma.","Patients with HER2-low G/GEJ adenocarcinoma exhibited intermediate and distinct characteristics than those in the HER2-negative group. Similarly, the HER2-low group's prognosis was worse than that of the HER2-positive group. Therefore developing novel therapeutic strategies targeting HER2-low G/GEJ adenocarcinoma is required."
37345546,37345546,N017402,1,1,Continuous Theta-Burst Stimulation of the Contralesional Primary Motor Cortex for Promotion of Upper Limb Recovery After Stroke: A Randomized Controlled Trial.,"Ten daily sessions of cTBS of the contralesional primary motor cortex combined with upper limb training, started within 3 weeks after stroke onset, promote recovery of the upper limb, reduce disability and dependence and leads to earlier discharge from the rehabilitation center."
37330974,37330974,N017410,3,6,Effectiveness of Lumbar Cerebrospinal Fluid Drain Among Patients With Aneurysmal Subarachnoid Hemorrhage: A Randomized Clinical Trial.,"CONCLUSION AND RELEVANCE: In this trial, prophylactic lumbar drainage after aneurysmal subarachnoid hemorrhage lessened the burden of secondary infarction and decreased the rate of unfavorable outcome at 6 months. The reported findings support the use of lumbar drains after aneurysmal subarachnoid hemorrhage."
37326317,37326317,N017412,8,1,"A phase II study of perioperative pembrolizumab plus mFOLFOX in patients with potentially resectable esophagus, gastroesophageal junction (GEJ), and stomach adenocarcinoma.","The perioperative pembrolizumab and mFOLFOX combination in resectable esophageal/gastric/GEJ adenocarcinoma is very effective with 90% ypRR, 21% ypCR, and impressive long-time survival benefits."
37317660,37317660,N017415,1,1862,Physical activity maintenance among young adult cancer survivors in an mHealth intervention: Twelve-month outcomes from the IMPACT randomized controlled trial.,"The intervention was not more effective than the self-help group at increasing accelerometer-measured total PA over 12 months. Both groups maintained PA from 6 to 12 months. Digital approaches have potential for promoting sustained PA participation in YACS, but additional research is needed to identify what strategies work for whom, and under what conditions."
37315796,37315796,N017419,2,890,"Longitudinal changes in co-involved drugs, comorbidities, and demographics of methamphetamine-related deaths in Los Angeles County.","Methamphetamine-related deaths involving opioids more than tripled in Los Angeles County from 2012 to 2021, reflecting the drug supply's shift to illicit fentanyl. More than a quarter involved cardiovascular causes. The reported findings have implications for treatment and prevention, including scaling up contingency management, distributing naloxone to people who primarily use stimulants, and including cardiovascular care alongside these interventions directly targeted to reduce harms of methamphetamine use."
37290035,37290035,N017433,2,1,"Pembrolizumab Plus Olaparib for Patients With Previously Treated and Biomarker-Unselected Metastatic Castration-Resistant Prostate Cancer: The Randomized, Open-Label, Phase III KEYLYNK-010 Trial.","Pembrolizumab plus olaparib did not significantly improve rPFS or OS versus NHA in participants with biomarker-unselected, heavily pretreated mCRPC. The study was stopped for futility. No new safety signals occurred."
37288612,37288612,N017434,4,1,Association between parenteral nutrition-containing intravenous lipid emulsion and bloodstream infections in patients with single-lumen central venous access: A secondary analysis of a randomized trial.,"When primary BSI was differentiated as a central line-associated BSI (CLABSI) or mucosal barrier injury laboratory-confirmed BSI (MBI-LCBI), the incidence of CLABSI was similar in the ILE PN and non-ILE PN groups (15/180 [8%] vs 57/627 [9%]; P = 0.88) and the incidence of MBI-LCBI was significantly different between groups (31/180 [17%] ILE PN vs 41/627 [7%] non-ILE PN; P < 0.01) Our data indicate that twice as many primary BSIs in ILE PN patients are due to MBIs than CVADs. It is important to consider the MBI-LCBI classification, as some CLABSI prevention efforts aimed at CVADs for the ILE PN population may be better directed to gastrointestinal tract protection interventions."
37285081,37285081,N017437,1,300,A Phase 1 Multiple Dose Study of Tirzepatide in Chinese Patients with Type 2 Diabetes.,"Tirzepatide was well tolerated in this population of Chinese patients with T2D. The safety, tolerability, PK, and PD profile of tirzepatide support once-weekly dosing in this population."
37278917,37278917,N017440,8,1,"Significant efficacy of short-course, low-concentration betamethasone mouthwash therapy for severe erosive oral lichen planus: a randomized controlled trial.","The 0.137 mg/mL compound betamethasone mouthwash exhibited significant efficacy in rapidly enhancing erosion healing within 2 weeks and extending the recurrence interval with a good safety profile. CLINICAL RELEVANCE: This study proved the significant efficacy of short-course 0.137 mg/mL betamethasone mouthwash therapy for treating erosion and pain, providing a novel topical agent for patients with severe EOLP."
37278737,37278737,N017441,6,49,Effects of delayed cord clamping at different time intervals in late preterm and term neonates: a randomized controlled trial.,The standard recommendation of DCC at 30-60 s may be considered a safe and effective intervention in the busy settings of low-middle-income countries with a high prevalence of maternal anemia.
37272188,37272188,N017442,2,1,"Association between the beta-blockers, calcium channel blockers, all-cause mortality and length of hospitalization in patients with heart failure with preserved ejection fraction: A meta-analysis of randomized controlled trials.",The current meta-analysis suggests that BBs were more beneficial than CCB in reducing all-cause mortality and hospitalization duration in patients with HFpEF.
37268843,37268843,N017446,8,1,Cryotherapy and pain intensity during endodontic treatment of mandibular first permanent molars with symptomatic irreversible pulpitis: A randomized controlled trial.,"CLINICAL RELEVANCE: Pain control during endodontic treatment of primary molars with irreversible pulpitis (IP) is a significant factor in a child's behavior in the dental office. Although the inferior alveolar nerve block (IANB) is the most commonly used technique to anaesthetize mandibular dentition, we found its success rate to be relatively low during endodontic treatment of primary molars with IP. Cryotherapy is a new approach that significantly improves the efficacy of IANB."
37261814,37261814,N017451,1,1,An Open-label Phase I Study of GDC-0927 in Postmenopausal Women with Locally Advanced or Metastatic Estrogen Receptor-Positive Breast Cancer.,GDC-0927 appeared to be well tolerated with pharmacokinetics supporting once-daily dosing. There was evidence of target engagement and preliminary evidence of antitumor activity in heavily pretreated patients with advanced/metastatic ER+/HER2- breast cancer with and without ESR1 mutations.
37256375,37256375,N017454,4,1,Clinical outcomes with an aspheric monofocal and a new enhanced monofocal intraocular lens with modified optical profile.,"The modified monofocal IOL evaluated provides better intermediate visual function in comparison with a standard aspheric monofocal IOL, but the impact of this benefit on the self-perceived level of vision achieved after surgery according to the patient seemed to be limited."
37254799,37254799,N017455,2,12,Survival rates of adult patients with Hodgkin lymphoma who underwent ABVD versus escalated BEACOPP in a resource-limited country: An observational study.,Chemotherapy administered to patients with advanced-stage adult HL was more effective than BEACOPPesc when ABVD was administered. The study findings are relevant for hospitals with limited resources.
37249823,37249823,N017457,1,891,Economic Burden of Idiopathic Pulmonary Fibrosis in Spain: A Prospective Real-World Data Study (OASIS Study).,"We observed a significantly higher annual IPF-related cost at a lower level of predicted FVC%, the direct cost having the greatest weight to the total costs. Maintaining patients at early disease stages by slowing IPF progression is relevant to reduce the economic impact of IPF."
37233785,37233785,N017464,1,716,A prospective head-to-head comparison of [68Ga]Ga-P16-093 and [68Ga]Ga-PSMA-11 PET/CT in patients with primary prostate cancer.,"[68Ga]Ga-P16-093 PET/CT demonstrated higher tumor uptake and better tumor detectability than [68Ga]Ga-PSMA-11 PET/CT, especially in low- and intermediate-risk PCa patients, which indicated that [68Ga]Ga-P16-093 may serve as an alternative agent for detection of PCa."
37226407,37226407,N017467,1,1863,The role of bioimpedance analysis in overweight and obese patients with acute heart failure: a pilot study.,"Among overweight and obese patients with HF, BIA reduces NT-proBNP levels at 90 days compared with standard care. In addition, there is a trend towards lower incidence of AKI in the BIA-guided group. Although more studies are required, BIA could be a useful tool in decompensated HF management in overweight and obese patients."
37221704,37221704,N017471,1,1,Feasibility of telerehabilitation for heart failure patients inaccessible for outpatient rehabilitation.,"Home-based telerehabilitation was feasible in chronic heart failure patients inaccessible for outpatient cardiac rehabilitation. Most participants were adherent when given more time and felt safe exercising at home under supervision, and no adverse events occurred. The trial suggests that telerehabilitation can increase the use of cardiac rehabilitation, but the clinical benefit of telerehabilitation must be evaluated in larger trials."
37221247,37221247,N017472,8,1,Umbilical cord-derived mesenchymal stromal cells preserve endogenous insulin production in type 1 diabetes: a Phase I/II randomised double-blind placebo-controlled trial.,"The study suggests that allogeneic Wharton's jelly-derived MSCs (ProTrans) is a safe treatment for recent-onset type 1 diabetes, with the potential to preserve beta cell function."
37216227,37216227,N017479,1,1,Drain fluid biomarkers for the diagnosis of clinically relevant postoperative pancreatic fistula: a diagnostic accuracy systematic review and meta-analysis.,"The current findings using the pooled cut-offs will offer options for clinicians seeking to identify patients for quicker recovery. Improving the reporting of future diagnostic test studies will further clarify the diagnostic utility of drain fluid biomarkers, facilitating their inclusion in multivariable risk-stratification models and the improvement of pancreatectomy outcomes."
37191331,37191331,N017489,2,17,Two-year follow-up of participants in the BreastScreen Victoria pilot trial of tomosynthesis versus mammography: breast density-stratified screening outcomes.,"Although interval cancer rates did not significantly differ between screened groups, sensitivity was significantly higher for tomosynthesis than mammography screening. ADVANCES IN KNOWLEDGE: In a program-embedded pilot trial, both increased cancer detection and recall rates from tomosynthesis were predominantly observed in high-density screens."
37185903,37185903,N017491,7,1,Effectiveness of a comprehensive telemedicine intervention replacing standard care in gestational diabetes: a randomized controlled trial.,Telemedicine offers an effective alternative to delivering care to women with GDM. CLINICALTRIALS: gov/ct2/show/NCT05521893?term=NCT05521893&draw=2&rank=1.
37162578,37162578,N017496,1,1864,Prediction of underlying atrial fibrillation in patients with a cryptogenic stroke: results from the NOR-FIB Study.,Clinical risk scores may guide a personalized evaluation approach in CS patients. Increasing awareness of the usage of available AF-predicting scores may optimize the arrhythmia detection pathway in stroke units.
37160563,37160563,N017499,1,1,The Effects of Pre-conditioning on Exercise-Induced Muscle Damage: A Systematic Review and Meta-analysis.,"Pre-conditioning significantly reduced the severity of creatine kinase release, delayed-onset muscle soreness, loss of maximal voluntary contraction force and the range of motion decrease. Pre-conditioning may prevent severe EIMD and accelerate recovery of muscle force generation capacity."
37158149,37158149,N017501,5,1,Effect of hyperthermic intraperitoneal chemotherapy on survival and recurrence rates in advanced gastric cancer: a systematic review and meta-analysis.,"The role of HIPEC in AGC has evolved over the past decade. HIPEC may improve survival rates and reduce recurrence rates in patients with AGC, without significant increase in complications and with a favorable impact on 3 and 5-year survival."
37154944,37154944,N017503,1,1571,Artificial intelligence in diabetic retinopathy screening: clinical assessment using handheld fundus camera in a real-life setting.,The Aurora fundus camera is effective in a first line screening of DR. Its in-built AI software can be considered a reliable tool to automatically identify the presence of signs of DR and therefore employed as a promising resource in large screening campaigns.
37145174,37145174,N017508,4,1,Endoscopic management of low output recurrent colonic fistula or leak after anterior resection for rectal cancer: a randomized controlled trial.,Endoscopic intervention may offer a successful modality in managing low output recurrent colonic fistula or leak after anterior resection for rectal cancer that did not respond to conservative measures in stable patients. CLINICALTRIALS: gov ID: NCT05659446.
37140597,37140597,N017510,8,1,Medullary cavity application of tranexamic acid to reduce blood loss in tibial intramedullary nailing procedures-a randomized controlled trial.,The combination of intravenous and topical TXA reduces blood loss after intramedullary nailing of tibial fractures without increasing the incidence of thrombotic events.
37125766,37125766,N017520,1,1512,Open Reduction and Internal Fixation of the Posterior Malleolus Fragment in Ankle Fractures Improves the Patient-Rated Outcome: A Systematic Review.,"Despite a considerable heterogeneity, the data available point to a superior outcome following ORIF for fractures to the PM when compared to CRIF or no treatment."
37115372,37115372,N017521,1,1,Association of Laparoscopic Surgery with Improved Perioperative and Survival Outcomes in Patients with Resectable Intrahepatic Cholangiocarcinoma: A Systematic Review and Meta-Analysis from Propensity-Score Matched Studies.,"This large meta-analysis of PSM studies shows that LLR in patients with resectable iCC is associated with improved perioperative outcomes and, being conservative, yields similar OS outcomes compared with OLR."
37106252,37106252,N017522,1,1865,Fruit and vegetable consumption and the risk of hypertension: a systematic review and meta-analysis of prospective studies.,"A high intake of fruit and vegetables combined, and total fruit was associated with reduced risk of hypertension, while results for fruit and vegetable subtypes were mixed and need further study."
37103755,37103755,N017523,6,1,Long-term efficacy and safety of ravulizumab in adults with anti-acetylcholine receptor antibody-positive generalized myasthenia gravis: results from the phase 3 CHAMPION MG open-label extension.,"Findings support the sustained efficacy and long-term safety of ravulizumab, administered every 8 weeks, in adults with anti-acetylcholine receptor antibody-positive generalized myasthenia gravis. CLINICALTRIALS: gov identifier: NCT03920293; EudraCT: 2018-003243-39."
37102370,37102370,N017524,1,204,Structuring healthcare advance directives: Evidence from Chinese end-of-life cancer patients' treatment preferences.,"PATIENT OR PUBLIC CONTRIBUTION: Between August and November 2018, from 640 cancer hospital medical records fitting the selection criteria at a 3A level hospital in Shandong Province, we randomly selected 188 terminal EOL advanced cancer patients using a random generator programme to ensure all eligible patients had an equal chance of selection. While respondents might require support in making their healthcare choices, they were informed about the purpose of our research study, and that their survey choices would not affect their actual treatment plan. Patients who did not agree to participate were not surveyed."
37095343,37095343,N017527,2,513,"Anti-SARS-CoV-2 IgG antibody titer after BNT162b2 mRNA COVID-19 vaccination in Japanese patients who underwent renal replacement therapy, hemodialysis, peritoneal dialysis, and kidney transplantation.","RRT patients, particularly KT recipients, exhibited poor vaccine responses. Booster vaccination would be beneficial for HD and PD patients; however, its effect in KT recipients was mild. Further COVID-19 vaccinations using the latest vaccine or alternative procedures should be considered in RRT patients."
37093280,37093280,N017530,2,1,Laparoscopic cholecystectomy in super elderly (> 90 years of age): safety and outcomes.,"Cholecystectomy in nonagenarian patients has a higher rate of complications, conversion rate, subtotal cholecystectomy rate, and mortality. Therefore, an adequate perioperative assessment is necessary to optimize comorbidities and improve outcomes. Also, it is important to know the greatest risk for informed consent and choose the surgical equipment and schedule of the procedure."
37088164,37088164,N017531,6,1,Prepercutaneous coronary intervention Zalunfiban dose-response relationship to target vessel blood flow at initial angiogram in st-elevation myocardial infarction - A post hoc analysis of the cel-02 phase IIa study.,"This post hoc analysis found that higher doses of zalunfiban administered in the cardiac catheterization lab prior to vascular access were associated with greater coronary and myocardial perfusion, and lower thrombus burden at initial angiogram in patients with STEMI undergoing primary percutaneous coronary intervention."
37076606,37076606,N017539,7,1,"Corticosteroids in Community-Acquired Bacterial Pneumonia: a Systematic Review, Pairwise and Dose-Response Meta-Analysis.","Moderate certainty evidence indicates that corticosteroids reduce mortality in patients with more severe CAP, the need for invasive mechanical ventilation, and ICU admission."
37074513,37074513,N017542,6,1,Topical Janus kinase inhibitors in atopic dermatitis: a safety network meta-analysis.,"Although tofacitinib seems to present a reduced risk of any adverse event compared with ruxolitinib, this was the only statistically significant result found between JAK inhibitors. Therefore, such findings should be interpreted with caution considering the scarce data available and the heterogeneity between the studies, and there is no robust evidence allowing pointing out clinically important differences between the safety profiles of the existing topical JAK inhibitors. Further pharmacovigilance activities are needed to confirm the safety profile of these drugs."
37073415,37073415,N017543,5,1,"Clinical characteristics, outcome, and therapeutic effect of tafamidis in wild-type transthyretin amyloid cardiomyopathy.","The prognosis of patients with ATTRwt-CM treated with tafamidis was more favourable than that of untreated patients. Patient stratification combined with biomarkers (hs-cTnT, BNP, and eGFR) predicted clinical outcomes. hs-cTnT may be a useful biomarker for evaluating the therapeutic effect of tafamidis."
37062304,37062304,N017545,3,464,"Efficacy against pneumococcal carriage and the immunogenicity of reduced-dose (0 + 1 and 1 + 1) PCV10 and PCV13 schedules in Ho Chi Minh City, Viet Nam: a parallel, single-blind, randomised controlled trial.","A 1 + 1 PCV schedule greatly reduces vaccine-type carriage and is likely to generate substantial herd protection and provide some degree of individual protection during the first year of life. Such a schedule is suitable for mature PCV programmes or for introduction in conjunction with a comprehensive catch-up campaign, and potentially could be most effective given as a mixed regimen (PCV10 then PCV13). A 0 + 1 PCV schedule has some effect on carriage along with a reasonable immune response and could be considered for use in humanitarian crises or remote settings."
37062042,37062042,N017546,6,1,"Non-operative management for osteochondral lesions of the talus: a systematic review of treatment modalities, clinical- and radiological outcomes.","The current literature on non-operative management of OLTs is scarce and heterogeneous on indication and type of treatment. Promising clinical results are presented but need to interpreted with caution due to the heterogeneity in indication, duration and type of treatment. Further studies need to focus on specific types on conservative management, indications and its results."
37060917,37060917,N017548,1,1866,"Safety and immunogenicity of a ChAdOx1 vaccine against Rift Valley fever in UK adults: an open-label, non-randomised, first-in-human phase 1 clinical trial.","ChAdOx1 RVF was safe, well tolerated, and immunogenic when administered as a single dose in this study population. The data support further clinical development of ChAdOx1 RVF for human use."
37043081,37043081,N017554,8,1,Comparison between pericapsular nerve group (PENG) block with lateral femoral cutaneous nerve block and supra-inguinal fascia iliaca compartment block (S-FICB) for total hip arthroplasty: a randomized controlled trial.,"PENG with LFCN blocks is more effective than S-FICB in shortening the time to first postoperative walk and preservation hip motion after THA, which makes it a suitable addition to enhanced recovery programs following surgery."
37039365,37039365,N017557,1,1207,Whole Blood Resuscitation and Association with Survival in Injured Patients with an Elevated Probability of Mortality.,"Early LTOWB resuscitation is safe but not independently associated with survival for the overall enrolled population. When patients were selected with an elevated probability of mortality based on prehospital injury characteristics, LTOWB was independently associated with a lower risk of mortality starting at 4 hours after arrival through 28 days after injury."
37031032,37031032,N017560,8,1,Integrating Intimate Partner Violence Screening Programs in Primary Care: Results from a Hybrid-II Implementation-Effectiveness RCT.,"Findings indicate that implementation facilitation may be a promising strategy for increasing the reach of IPV screening programs in primary care, thereby increasing IPV detection and strengthening connections to support services among the patient population."
37026864,37026864,N017563,8,1,Risk of ICU Admission and Related Mortality in Patients With Sodium-Glucose Cotransporter 2 Inhibitors and Dipeptidyl Peptidase-4 Inhibitors: A Territory-Wide Retrospective Cohort Study.,"In patients with type 2 diabetes, SGLT2 inhibitors were independently associated with lower rates of ICU admission and all-cause mortality across various disease categories."
37000264,37000264,N017570,1,1,"Pazopanib with Topotecan weekly for patients with platinum-resistant or intermediate-sensitive recurrent ovarian cancer: results of a multicentre, open label phase I/II study (TOPAZ).","The combination of pazopanib and weekly topotecan is feasible, resulting in a manageable haematological and liver toxicity, but despite its encouraging response rate, was not associated with a significant survival benefit."
36988335,36988335,N017572,6,1,Predicting the Development of Renal Replacement Therapy Indications by Combining the Furosemide Stress Test and Chemokine (C-C Motif) Ligand 14 in a Cohort of Postsurgical Patients.,The combination of the FST with the renal biomarker CCL14 predicts the development of indications for RRT.
36977526,36977526,N017574,5,1,Migration rate of proximal adductor canal block catheters placed parallel versus perpendicular to the nerve after total knee arthroplasty: a randomized controlled study.,Parallel placement of the ACB catheter provided a lower postoperative catheter migration rate than perpendicular placement of the ACB catheter along with corresponding improvements in ROM and secondary analgesic outcomes.
36975308,36975308,N017575,2,892,"The Role of Cell Cycle Arrest Biomarkers for Predicting Acute Kidney Injury in Critically Ill COVID-19 Patients: A Multicenter, Observational Study.",Urinary (TIMP-2) × (IGFBP7) predicts the occurrence of AKI in critically ill patients with COVID-19-associated ARDS.
36961538,36961538,N017578,8,1,"No difference in patient reported outcomes, laxity, and failure rate after revision ACL reconstruction with quadriceps tendon compared to hamstring tendon graft: a systematic review and meta-analysis.","The QT autograft was associated with an improved trend of rotatory laxity, PROMs and failure rate compared to HT autograft after revision ACL reconstruction. The QT autograft for revision ACL reconstruction is supported by the current literature. LEVEL OF EVIDENCE: Level IV."
36961220,36961220,N017579,6,1,"Does Adjunction of Autologous Osteoblastic Cells Improve the Results of Core Decompression in Early-stage Femoral Head Osteonecrosis? A Double-blind, Randomized Trial.","Our study did not show any advantage of autologous osteoblastic cells to improve the results of core decompression in early-stage (precollapse) ONFH. Further, well-designed studies should be conducted to explore whether other treatment modalities involving a biological approach could improve the overall results of core decompression. LEVEL OF EVIDENCE: Level II, therapeutic study."
36952006,36952006,N017580,3,1,Adjuvant intravesical treatment in patients with intermediate and high-risk non-muscle-invasive bladder cancer with BCG versus MMC applied with COMBAT or EMDA. Results of a prospective study.,Adjuvant treatment with BCG or MMC applied with COMBAT or EMDA does not present differences in the recurrence-free rate and progression at 24 months in our population of patients with intermediate- and high-risk NMBC without CIS.
36945821,36945821,N017582,1,1867,A pooled analysis of the risk prediction models for mortality in acute exacerbation of chronic obstructive pulmonary disease.,"DECAF (dyspnoea, eosinopenia, consolidation, acidemia and atrial fibrillation) performed well in predicting in-hospital death [C-statistic = 0.91, 95% confidence interval (CI): 0.83, 0.98] and 90-day death [C-statistic = 0.76, 95% CI: 0.69, 0.82] and CURB-65 (confusion, urea, respiratory rate, blood pressure and age) performed well in predicting 30-day death [C-statistic = 0.74, 95% CI: 0.70, 0.77] This pooled analysis of the present study suggests that the DECAF performs well in predicting in-hospital and 90-day deaths. Yet, external validation in different populations is still needed to prove this performance."
36944359,36944359,N017583,7,1,Endoscopic full-thickness plication for the treatment of gastroesophageal reflux after peroral endoscopic myotomy: a randomized sham-controlled study.,"EFTP improved post-POEM GERD symptoms, 24-hour pH impedance findings with normalization in one-third, and reduced PPI usage at 6 months."
36943405,36943405,N017584,1,1852,Effects of Lumacaftor/Ivacaftor on Cystic Fibrosis Disease Progression in Children 2 through 5 Years of Age Homozygous for F508del-CFTR: A Phase 2 Placebo-controlled Clinical Trial.,"This placebo-controlled study suggests the potential for early disease modification with LUM/IVA treatment, including that assessed by chest MRI, in children as young as 2 years of age."
36942495,36942495,N017585,1,1,Multi-networks connectivity at baseline predicts the clinical efficacy of left angular gyrus-navigated rTMS in the spectrum of Alzheimer's disease: A sham-controlled study.,"The connectivity patterns of DMN subsystems (r = 0.47, p = 0.019) or large-scale networks (r = 0.80, p = 0.001) at baseline could predict the Δ memory cognition after the rTMS treatment The reported findings suggest that neuro-navigated rTMS targeting the left angular gyrus could improve cognitive function in AD patients. Importantly, dynamic regulation of the intra- and inter-DMN at baseline may represent a potential predictor for favorable rTMS treatment response in patients with cognitive impairment."
36939927,36939927,N017586,3,1,Concurrent/sequential versus sequential immune checkpoint inhibition in inoperable large stage III non-small cell lung cancer patients treated with chemoradiotherapy: a prospective observational study.,"Both concurrent/sequential and sequential ICI show a favorable side effect profile and promising survival in treated patients with inoperable large stage III NSCLC. Concurrent ICI showed a numerical non-significant improvement regarding 6- and 12-months PFS and distant control compared to sequential approach in this small study. However, concurrent ICI to CRT was associated with a non-significant moderate increase in grade II/III pneumonitis."
36935388,36935388,N017588,4,1,Effect of patient decision aids on choice between sugammadex and neostigmine in surgeries under general anesthesia: a multicenter randomized controlled trial.,PtDA interventions in pre-anesthesia consultations provided surgical patients with clear knowledge and better support. PtDAs should be made available in other medical fields to enhance shared clinical decision-making.
36931460,36931460,N017589,1,1,The Optimizing Lung Screening Trial (WF-20817CD): Multicenter Randomized Effectiveness Implementation Trial to Increase Tobacco Use Cessation for Individuals Undergoing Lung Screening.,"The OaSiS trial participants showed a significant reduction in tobacco use over time, but no difference by trial arm was found. TRIAL REGISTRY: ClinicalTrials.gov; No.: NCT03291587; URL: www. CLINICALTRIALS: gov."
36929384,36929384,N017590,2,123,"Gravity-assisted continuous flow peritoneal dialysis technique use in acute kidney injury in children: a randomized, crossover clinical trial.",Gravity-assisted CFPD appears to be a feasible and effective way to augment ultrafiltration and clearances in children with AKI. It can be assembled from readily available non-expensive equipment. A higher resolution version of the Graphical abstract is available as Supplementary information.
36921112,36921112,N017591,2,42,Breaking Up Evening Sitting with Resistance Activity Improves Postprandial Glycemic Response: A Randomized Crossover Study.,Interventions that interrupt sedentary time in the evening may improve cardiometabolic health by some magnitude in all participants regardless of bodyweight.
36891617,36891617,N017598,3,1,Hyperbaric Oxygen as an Adjunct in the Treatment of Venous Ulcers: A Systematic Review.,"Existing evidence suggests that HBOT does not significantly affect complete healing of VLU. There is a statistically significant benefit in terms of reducing ulcer size, though in the absence of ulcer healing the clinical significance of this is not established. Current evidence does not justify widespread use of HBOT for VLU."
36862072,36862072,N017604,1,60,Does Augmented Reality-based Portable Navigation Improve the Accuracy of Cup Placement in THA Compared With Accelerometer-based Portable Navigation? A Randomized Controlled Trial.,"Although the AR-based portable navigation system demonstrated slight improvements in radiographic anteversion of cup placement compared with the accelerometer-based portable navigation system in THA, whether those small differences will prove clinically important is unknown. Until or unless future studies demonstrate clinical advantages that patients can perceive that are associated with such small radiographic differences, because of the costs and the unquantified risks associated with novel devices, we recommend against the widespread use of these systems in clinical practice. LEVEL OF EVIDENCE: Level I, therapeutic study."
